"Ticket";"Symbol";"Type";"Open time";"Open price";"Size";"Close time";"Close price";"Profit/Loss";"Balance";"Sample type";"Close type";"MAE ($)";"MFE ($)";"Time in trade";"Comment"
"53";"XAUUSD_DARWINEX";"Buy";"2015.05.28 11:10:00";"1190.86";"0.60000";"2015.05.28 12:54:00";"1187.79";"-187.77";"101538.02";"IS";"SL";"-184.20";"77.28";"1h 44m";""
"54";"XAUUSD_DARWINEX";"Buy";"2015.05.29 15:31:00";"1192.15";"0.60000";"2015.05.29 15:36:00";"1189.08";"-187.78";"101350.24";"IS";"SL";"-184.20";"103.38";"5m 0s";""
"55";"XAUUSD_DARWINEX";"Buy";"2015.05.29 16:07:00";"1192.15";"0.60000";"2015.05.29 18:04:00";"1189.88";"-139.78";"101210.47";"IS";"TrailingStop";"-176.52";"75.48";"1h 57m";""
"56";"XAUUSD_DARWINEX";"Buy";"2015.06.01 16:22:00";"1193.87";"0.60000";"2015.06.01 17:00:00";"1201.45";"451.22";"101661.69";"IS";"TrailingStop";"0.00";"622.68";"38m 0s";""
"57";"XAUUSD_DARWINEX";"Buy";"2015.06.09 07:55:00";"1177.58";"0.60000";"2015.06.09 10:34:00";"1175.60";"-122.33";"101539.35";"IS";"TrailingStop";"-118.80";"49.74";"2h 39m";""
"58";"XAUUSD_DARWINEX";"Buy";"2015.06.09 11:28:00";"1177.58";"0.60000";"2015.06.09 15:32:00";"1179.40";"105.67";"101645.02";"IS";"TrailingStop";"-13.14";"319.14";"4h 4m";""
"59";"XAUUSD_DARWINEX";"Buy";"2015.06.09 17:03:00";"1177.58";"0.60000";"2015.06.10 06:38:00";"1175.90";"-104.33";"101540.69";"IS";"TrailingStop";"-129.12";"73.14";"13h 35m";""
"60";"XAUUSD_DARWINEX";"Buy";"2015.06.10 10:09:00";"1182.90";"0.60000";"2015.06.10 16:53:00";"1188.36";"324.05";"101864.74";"IS";"TrailingStop";"0.00";"561.54";"6h 44m";""
"61";"XAUUSD_DARWINEX";"Buy";"2015.06.15 10:00:00";"1184.25";"0.60000";"2015.06.15 10:40:00";"1181.22";"-185.35";"101679.39";"IS";"SL";"-181.80";"47.76";"40m 0s";""
"62";"XAUUSD_DARWINEX";"Buy";"2015.06.15 18:28:00";"1184.25";"0.60000";"2015.06.15 20:24:00";"1186.56";"135.05";"101814.44";"IS";"TrailingStop";"-8.46";"374.52";"1h 56m";""
"63";"XAUUSD_DARWINEX";"Buy";"2015.06.17 21:42:00";"1187.87";"0.60000";"2015.06.17 23:30:00";"1184.83";"-185.96";"101628.47";"IS";"SL";"-182.40";"76.14";"1h 48m";""
"64";"XAUUSD_DARWINEX";"Buy";"2015.06.18 10:30:00";"1189.14";"0.60000";"2015.06.18 13:38:00";"1195.80";"396.03";"102024.51";"IS";"TrailingStop";"0.00";"589.14";"3h 8m";""
"65";"XAUUSD_DARWINEX";"Buy";"2015.06.26 11:33:00";"1178.10";"0.60000";"2015.06.26 12:30:00";"1175.24";"-175.13";"101849.37";"IS";"SL";"-171.60";"31.14";"57m 0s";""
"66";"XAUUSD_DARWINEX";"Buy";"2015.06.29 11:01:00";"1178.62";"0.60000";"2015.06.29 16:07:00";"1180.09";"84.66";"101934.03";"IS";"TrailingStop";"-157.92";"315.66";"5h 6m";""
"67";"XAUUSD_DARWINEX";"Buy";"2015.06.29 18:08:00";"1178.62";"0.60000";"2015.06.30 04:09:00";"1177.87";"-48.54";"101885.50";"IS";"TrailingStop";"-75.72";"123.00";"10h 1m";""
"68";"XAUUSD_DARWINEX";"Buy";"2015.07.03 10:21:00";"1169.36";"0.60000";"2015.07.03 16:09:00";"1167.27";"-128.91";"101756.59";"IS";"TrailingStop";"-129.12";"52.14";"5h 48m";""
"69";"XAUUSD_DARWINEX";"Buy";"2015.07.03 18:38:00";"1169.36";"0.60000";"2015.07.06 01:02:00";"1173.60";"250.89";"102007.48";"IS";"End Of Friday";"-104.94";"254.40";"2d 6h 24m";""
"70";"XAUUSD_DARWINEX";"Buy";"2015.07.06 19:57:00";"1170.23";"0.60000";"2015.07.06 21:45:00";"1170.62";"19.89";"102027.38";"IS";"TrailingStop";"0.00";"251.28";"1h 48m";""
"71";"XAUUSD_DARWINEX";"Buy";"2015.07.06 23:44:00";"1170.23";"0.60000";"2015.07.07 06:41:00";"1167.21";"-184.71";"101842.66";"IS";"SL";"-181.20";"13.32";"6h 57m";""
"72";"XAUUSD_DARWINEX";"Buy";"2015.08.06 19:23:00";"1092.57";"0.50000";"2015.08.06 23:01:00";"1089.02";"-180.23";"101662.43";"IS";"SL";"-177.50";"69.95";"3h 38m";""
"73";"XAUUSD_DARWINEX";"Buy";"2015.08.07 09:53:00";"1093.97";"0.50000";"2015.08.07 10:42:00";"1093.42";"-30.23";"101632.20";"IS";"TrailingStop";"-40.10";"179.95";"49m 0s";""
"74";"XAUUSD_DARWINEX";"Buy";"2015.08.07 16:27:00";"1093.97";"0.50000";"2015.08.07 18:55:00";"1094.51";"24.27";"101656.46";"IS";"TrailingStop";"-148.10";"274.45";"2h 28m";""
"75";"XAUUSD_DARWINEX";"Buy";"2015.08.07 19:00:00";"1093.97";"0.50000";"2015.08.07 21:59:00";"1093.72";"-15.23";"101641.23";"IS";"End Of Friday (Time)";"-47.10";"72.45";"2h 59m";""
"76";"XAUUSD_DARWINEX";"Buy";"2015.08.10 17:23:00";"1099.46";"0.50000";"2015.08.10 20:25:00";"1104.27";"237.75";"101878.98";"IS";"TrailingStop";"-56.40";"470.95";"3h 2m";""
"77";"XAUUSD_DARWINEX";"Buy";"2015.08.11 10:53:00";"1108.88";"0.50000";"2015.08.11 11:11:00";"1112.56";"181.23";"102060.20";"IS";"TrailingStop";"0.00";"523.40";"18m 0s";""
