"Ticket";"Symbol";"Type";"Open time";"Open price";"Size";"Close time";"Close price";"Profit/Loss";"Balance";"Sample type";"Close type";"MAE ($)";"MFE ($)";"Time in trade";"Comment"
"11";"USATECHIDXUSD_DARWINEX";"Buy";"2015.03.17 21:04:00";"4381.1";"1.40000";"2015.03.18 12:39:00";"4366.9";"-157.30";"99146.07";"IS";"SL";"-198.80";"51.70";"15h 35m";""
"12";"USATECHIDXUSD_DARWINEX";"Buy";"2015.03.30 10:03:00";"4353.0";"1.20000";"2015.03.31 13:02:00";"4356.5";"161.90";"99307.98";"IS";"TrailingStop";"-49.87";"419.87";"1d 2h 59m";""
"13";"USATECHIDXUSD_DARWINEX";"Buy";"2015.04.06 18:02:00";"4343.2";"1.10000";"2015.04.07 22:41:00";"4347.1";"191.47";"99499.44";"IS";"TrailingStop";"-66.15";"404.70";"1d 4h 39m";""
"14";"USATECHIDXUSD_DARWINEX";"Buy";"2015.04.08 19:09:00";"4376.5";"1.10000";"2015.04.08 21:08:00";"4359.3";"-195.25";"99304.19";"IS";"SL";"-189.20";"0.00";"1h 59m";""
"15";"USATECHIDXUSD_DARWINEX";"Buy";"2015.04.23 16:53:00";"4459.2";"1.20000";"2015.04.24 09:00:00";"4499.0";"513.05";"99817.23";"IS";"PT";"-105.66";"477.49";"16h 7m";""
"16";"USATECHIDXUSD_DARWINEX";"Buy";"2015.04.24 19:04:00";"4537.3";"1.10000";"2015.04.24 21:59:00";"4537.4";"-4.95";"99812.29";"IS";"End Of Friday (Time)";"-41.86";"73.70";"2h 55m";""
"17";"USATECHIDXUSD_DARWINEX";"Sell";"2015.05.05 16:51:00";"4443.6";"0.90000";"2015.05.06 16:44:00";"4389.0";"471.49";"100283.78";"IS";"PT";"-52.44";"491.45";"23h 53m";""
"18";"USATECHIDXUSD_DARWINEX";"Buy";"2015.05.18 20:00:00";"4507.0";"0.90000";"2015.05.20 16:34:00";"4497.6";"36.95";"100320.73";"IS";"TrailingStop";"-84.60";"188.18";"1d 20h 34m";""
"19";"USATECHIDXUSD_DARWINEX";"Buy";"2015.05.21 19:26:00";"4533.0";"1.00000";"2015.05.22 21:59:00";"4536.0";"59.64";"100380.38";"IS";"End Of Friday (Time)";"-121.83";"95.00";"1d 2h 33m";""
"20";"USATECHIDXUSD_DARWINEX";"Buy";"2015.06.10 19:56:00";"4493.0";"0.90000";"2015.06.12 10:04:00";"4478.2";"-74.90";"100305.48";"IS";"TrailingStop";"-133.20";"161.99";"1d 14h 8m";""
"21";"USATECHIDXUSD_DARWINEX";"Buy";"2015.06.16 19:34:00";"4447.0";"0.90000";"2015.06.17 19:57:00";"4441.6";"-21.92";"100283.55";"IS";"TrailingStop";"-48.60";"224.96";"1d 0h 23m";""
"22";"USATECHIDXUSD_DARWINEX";"Buy";"2015.07.02 15:40:00";"4449.2";"0.90000";"2015.07.02 17:15:00";"4427.5";"-200.25";"100083.30";"IS";"SL";"-195.30";"0.00";"1h 35m";""
"23";"USATECHIDXUSD_DARWINEX";"Buy";"2015.07.07 09:00:00";"4446.9";"0.90000";"2015.07.07 16:30:00";"4420.3";"-244.71";"99838.59";"IS";"TrailingStop";"-239.71";"81.55";"7h 30m";""
"24";"USATECHIDXUSD_DARWINEX";"Buy";"2015.07.13 19:10:00";"4487.0";"0.80000";"2015.07.15 17:07:00";"4542.6";"552.85";"100391.44";"IS";"PT";"-56.72";"444.80";"1d 21h 57m";""
"25";"USATECHIDXUSD_DARWINEX";"Buy";"2015.07.16 11:20:00";"4560.0";"0.80000";"2015.07.17 09:00:00";"4618.4";"490.67";"100882.11";"IS";"PT";"-8.89";"466.93";"21h 40m";""
"26";"USATECHIDXUSD_DARWINEX";"Buy";"2015.07.23 17:40:00";"4641.0";"0.90000";"2015.07.23 18:52:00";"4620.0";"-193.95";"100688.16";"IS";"SL";"-189.00";"0.00";"1h 12m";""
"27";"USATECHIDXUSD_DARWINEX";"Buy";"2015.07.30 22:00:00";"4604.4";"0.90000";"2015.07.31 21:59:00";"4591.4";"-90.32";"100597.84";"IS";"End Of Friday (Time)";"-161.28";"113.39";"23h 59m";""
"28";"USATECHIDXUSD_DARWINEX";"Sell";"2015.08.11 15:22:00";"4546.1";"0.80000";"2015.08.11 20:22:00";"4494.9";"405.20";"101003.04";"IS";"PT";"-168.36";"409.60";"5h 0m";""
"29";"USATECHIDXUSD_DARWINEX";"Buy";"2015.08.13 09:00:00";"4550.0";"0.80000";"2015.08.13 17:15:00";"4514.0";"-292.40";"100710.64";"IS";"SL";"-288.02";"87.74";"8h 15m";""
"30";"USATECHIDXUSD_DARWINEX";"Buy";"2015.08.17 17:19:00";"4541.0";"0.80000";"2015.08.19 09:00:00";"4526.9";"-4.51";"100706.13";"IS";"TrailingStop";"-112.53";"217.36";"1d 15h 41m";""
"31";"USATECHIDXUSD_DARWINEX";"Buy";"2015.08.25 13:16:00";"4156.7";"0.50000";"2015.08.25 22:20:00";"4120.2";"-167.68";"100538.45";"IS";"SL";"-182.50";"257.26";"9h 4m";""
"32";"USATECHIDXUSD_DARWINEX";"Buy";"2015.08.27 20:00:00";"4328.0";"0.40000";"2015.08.27 21:26:00";"4285.0";"-174.20";"100364.25";"IS";"SL";"-172.00";"8.00";"1h 26m";""
"33";"USATECHIDXUSD_DARWINEX";"Buy";"2015.08.28 09:08:00";"4326.0";"0.40000";"2015.08.28 21:59:00";"4321.9";"-18.60";"100345.65";"IS";"End Of Friday (Time)";"-164.34";"64.00";"12h 51m";""
"34";"USATECHIDXUSD_DARWINEX";"Sell";"2015.09.04 09:00:00";"4195.2";"0.40000";"2015.09.04 21:59:00";"4178.4";"64.96";"100410.61";"IS";"End Of Friday (Time)";"-85.74";"148.22";"12h 59m";""
"35";"USATECHIDXUSD_DARWINEX";"Buy";"2015.09.08 09:28:00";"4235.7";"0.40000";"2015.09.09 09:00:00";"4346.4";"454.78";"100865.38";"IS";"PT";"-5.72";"442.91";"23h 32m";""
"36";"USATECHIDXUSD_DARWINEX";"Buy";"2015.09.14 10:09:00";"4331.0";"0.40000";"2015.09.17 21:43:00";"4424.2";"440.88";"101306.27";"IS";"PT";"-160.35";"372.80";"3d 11h 34m";""
"37";"USATECHIDXUSD_DARWINEX";"Sell";"2015.09.24 13:26:00";"4249.9";"0.40000";"2015.09.24 21:47:00";"4251.2";"-7.40";"101298.86";"IS";"TrailingStop";"-5.20";"207.92";"8h 21m";""
"38";"USATECHIDXUSD_DARWINEX";"Buy";"2015.10.07 17:01:00";"4343.1";"0.50000";"2015.10.07 17:49:00";"4305.1";"-192.75";"101106.11";"IS";"SL";"-190.00";"0.00";"48m 0s";""
"39";"USATECHIDXUSD_DARWINEX";"Sell";"2015.10.13 22:41:00";"4349.6";"0.50000";"2015.10.14 19:53:00";"4374.1";"-125.25";"100980.86";"IS";"TrailingStop";"-122.50";"111.26";"21h 12m";""
"40";"USATECHIDXUSD_DARWINEX";"Buy";"2015.10.15 22:02:00";"4408.0";"0.50000";"2015.10.16 21:59:00";"4421.2";"63.25";"101044.11";"IS";"End Of Friday (Time)";"-30.98";"135.77";"23h 57m";""
"41";"USATECHIDXUSD_DARWINEX";"Buy";"2015.10.19 17:19:00";"4447.6";"0.60000";"2015.10.20 20:47:00";"4424.0";"-81.65";"100962.46";"IS";"TrailingStop";"-141.60";"101.66";"1d 3h 28m";""
"42";"USATECHIDXUSD_DARWINEX";"Buy";"2015.11.03 20:04:00";"4719.4";"0.70000";"2015.11.04 18:00:00";"4707.5";"-62.55";"100899.91";"IS";"TrailingStop";"-83.30";"123.28";"21h 56m";""
